Id,SalePrice
1461,121425.0
1462,150590.0
1463,172507.2
1464,190200.0
1465,212150.0
1466,179510.0
1467,176262.5
1468,173338.5
1469,173513.5
1470,126450.0
1471,194940.0
1472,98650.0
1473,91690.0
1474,162140.0
1475,131240.0
1476,369151.3
1477,259122.8
1478,326978.7
1479,269277.6
1480,398449.0
1481,335844.1
1482,235700.0
1483,174574.4
1484,189203.0
1485,169056.5
1486,208991.1
1487,322415.4
1488,254219.0
1489,202910.0
1490,199860.0
1491,200640.0
1492,104450.0
1493,162750.0
1494,328194.3
1495,344887.4
1496,236240.0
1497,197720.0
1498,163699.9
1499,154650.0
1500,156810.0
1501,175350.0
1502,165330.0
1503,307566.6
1504,224483.0
1505,230190.0
1506,169600.0
1507,210312.4
1508,208980.0
1509,163830.0
1510,153955.0
1511,147570.0
1512,150425.0
1513,147140.0
1514,138200.0
1515,180650.0
1516,160550.0
1517,161690.0
1518,134735.0
1519,235540.6
1520,136695.0
1521,140350.0
1522,160250.0
1523,112440.0
1524,128620.0
1525,113151.6
1526,126755.0
1527,110392.1
1528,127190.0
1529,138130.0
1530,168640.0
1531,145595.0
1532,104455.0
1533,128860.0
1534,123280.0
1535,139490.0
1536,120300.0
1537,68100.0
1538,186890.0
1539,274100.0
1540,93790.0
1541,156550.0
1542,148490.0
1543,208836.4
1544,75580.8
1545,108150.0
1546,136880.0
1547,161120.0
1548,145670.0
1549,119780.0
1550,147958.7
1551,115950.0
1552,142587.2
1553,125890.0
1554,118257.5
1555,178160.5
1556,102585.0
1557,121340.0
1558,86990.0
1559,98545.0
1560,140130.0
1561,133743.4
1562,132580.0
1563,126740.0
1564,157340.0
1565,148350.0
1566,246707.8
1567,67700.0
1568,215850.0
1569,164800.0
1570,117940.0
1571,129897.1
1572,143124.0
1573,251500.0
1574,110331.8
1575,230800.0
1576,219350.0
1577,200130.0
1578,138455.0
1579,145700.0
1580,211370.0
1581,141325.0
1582,125120.0
1583,330345.0
1584,242120.0
1585,143450.0
1586,66616.1
1587,102290.0
1588,149530.0
1589,99140.0
1590,133150.0
1591,113672.5
1592,113950.0
1593,117940.0
1594,154500.0
1595,124000.0
1596,222765.0
1597,171730.0
1598,201285.0
1599,199060.0
1600,201000.0
1601,84071.1
1602,118800.0
1603,102790.0
1604,296930.0
1605,271150.0
1606,169130.0
1607,184490.0
1608,209653.1
1609,189475.0
1610,152707.2
1611,157140.0
1612,170860.0
1613,180530.0
1614,122830.0
1615,90800.0
1616,91270.0
1617,93740.0
1618,129150.8
1619,120893.3
1620,144640.0
1621,136140.0
1622,139550.0
1623,318329.4
1624,217047.0
1625,125575.0
1626,180600.0
1627,189300.0
1628,297650.0
1629,181000.0
1630,357453.1
1631,237300.0
1632,265190.0
1633,171120.1
1634,186820.0
1635,178690.0
1636,170970.0
1637,160640.0
1638,216000.0
1639,173830.0
1640,252380.0
1641,196605.0
1642,226650.0
1643,242323.0
1644,226390.0
1645,184800.0
1646,155800.0
1647,155370.0
1648,142640.0
1649,137450.0
1650,128750.0
1651,125065.8
1652,95440.0
1653,106390.0
1654,169239.0
1655,153295.0
1656,159000.0
1657,168489.0
1658,162100.0
1659,133640.0
1660,146880.0
1661,386801.9
1662,335364.3
1663,401654.9
1664,406710.7
1665,335267.2
1666,354120.2
1667,379048.8
1668,331568.2
1669,296645.8
1670,369828.7
1671,278462.2
1672,440122.7
1673,312981.3
1674,257850.0
1675,189945.0
1676,197380.0
1677,204051.6
1678,461490.5
1679,384573.7
1680,357360.0
1681,264532.5
1682,323530.2
1683,195239.0
1684,173397.0
1685,174450.0
1686,170229.0
1687,172165.5
1688,194000.0
1689,185180.0
1690,186820.5
1691,174360.0
1692,280760.0
1693,167996.5
1694,183020.0
1695,165143.6
1696,282940.0
1697,169964.0
1698,341328.5
1699,338560.0
1700,248180.0
1701,286930.0
1702,225161.3
1703,258005.0
1704,328781.9
1705,242290.0
1706,417001.0
1707,207369.9
1708,193360.0
1709,275605.8
1710,248107.8
1711,276372.2
1712,284642.1
1713,291124.4
1714,234645.0
1715,202340.0
1716,169383.5
1717,165099.5
1718,150965.4
1719,217290.0
1720,252152.8
1721,153470.0
1722,127720.0
1723,146990.0
1724,222875.2
1725,219750.0
1726,197227.5
1727,179798.2
1728,194950.0
1729,167783.5
1730,169615.0
1731,121010.0
1732,147225.0
1733,127750.0
1734,137555.0
1735,134360.0
1736,127357.5
1737,379888.1
1738,223380.0
1739,277847.0
1740,200630.0
1741,193090.0
1742,177750.0
1743,174806.5
1744,342219.2
1745,256167.2
1746,275910.0
1747,204300.0
1748,214940.4
1749,159940.0
1750,152220.0
1751,240400.0
1752,130740.0
1753,145830.0
1754,223578.0
1755,177680.0
1756,117585.0
1757,124765.8
1758,142150.0
1759,173130.0
1760,159950.0
1761,162290.0
1762,175720.0
1763,159733.2
1764,112903.3
1765,149630.0
1766,174540.0
1767,158440.0
1768,138260.0
1769,152130.0
1770,148250.0
1771,125700.0
1772,132435.3
1773,130147.1
1774,140585.0
1775,125595.0
1776,131790.0
1777,120540.0
1778,126310.0
1779,120780.0
1780,174400.0
1781,128480.0
1782,96890.0
1783,121507.5
1784,88170.0
1785,118140.0
1786,142240.0
1787,171170.0
1788,57136.1
1789,82484.3
1790,82530.0
1791,200990.0
1792,149190.0
1793,146895.0
1794,149765.0
1795,134790.0
1796,125330.0
1797,102570.0
1798,131940.0
1799,124250.0
1800,123310.0
1801,129950.0
1802,130450.0
1803,149340.0
1804,137881.0
1805,138002.5
1806,122800.8
1807,133570.0
1808,120088.7
1809,116040.0
1810,152700.0
1811,119140.0
1812,102638.3
1813,134440.0
1814,108810.0
1815,61277.2
1816,106015.0
1817,112133.2
1818,143270.0
1819,122057.5
1820,78740.0
1821,122520.0
1822,131750.0
1823,69040.0
1824,135490.4
1825,160702.7
1826,106750.0
1827,109575.8
1828,153590.0
1829,123180.5
1830,135240.0
1831,186000.0
1832,102780.0
1833,154250.0
1834,125190.0
1835,184500.0
1836,125996.4
1837,104725.0
1838,158970.0
1839,102050.0
1840,171299.0
1841,139280.9
1842,88330.0
1843,140288.0
1844,141520.0
1845,151000.0
1846,144720.0
1847,156107.5
1848,62078.3
1849,124960.0
1850,130365.0
1851,150320.0
1852,125250.0
1853,132250.0
1854,166653.5
1855,150743.2
1856,217400.0
1857,157430.0
1858,137687.0
1859,129223.9
1860,147112.1
1861,129223.9
1862,253340.0
1863,249840.0
1864,249840.0
1865,309453.9
1866,323020.8
1867,247344.0
1868,329841.7
1869,191041.4
1870,272363.4
1871,249459.1
1872,167282.5
1873,247148.9
1874,137250.0
1875,219037.8
1876,199875.0
1877,225547.8
1878,225940.0
1879,139170.0
1880,133925.0
1881,263124.4
1882,278900.0
1883,212780.0
1884,222799.8
1885,294650.0
1886,324556.4
1887,228473.4
1888,313601.9
1889,172938.0
1890,144075.0
1891,149930.0
1892,118775.0
1893,129090.0
1894,115850.0
1895,150715.0
1896,130650.0
1897,118790.0
1898,105550.0
1899,133735.0
1900,133920.0
1901,171400.0
1902,133395.9
1903,230280.0
1904,129472.5
1905,176193.2
1906,144540.0
1907,223750.0
1908,113140.0
1909,132413.3
1910,131350.0
1911,195550.0
1912,244500.0
1913,152790.0
1914,72706.1
1915,335946.3
1916,62031.1
1917,281950.0
1918,135300.0
1919,174150.0
1920,134650.0
1921,402393.6
1922,336009.2
1923,190431.0
1924,266327.2
1925,237500.0
1926,413029.9
1927,140875.0
1928,165090.5
1929,135340.0
1930,137680.0
1931,135140.0
1932,135580.0
1933,161400.0
1934,185200.0
1935,182700.0
1936,193700.0
1937,190100.0
1938,173994.0
1939,264980.0
1940,213923.0
1941,182040.0
1942,192050.0
1943,192330.0
1944,330746.3
1945,392573.2
1946,144780.0
1947,292926.1
1948,177140.0
1949,248900.0
1950,163760.0
1951,270475.0
1952,228267.2
1953,165540.0
1954,207050.0
1955,130790.0
1956,241237.2
1957,161840.0
1958,323540.2
1959,138350.0
1960,104460.0
1961,110469.9
1962,89340.0
1963,112950.0
1964,116625.0
1965,161380.0
1966,151375.0
1967,298636.5
1968,389695.0
1969,396773.0
1970,379154.6
1971,332425.0
1972,368363.0
1973,273887.7
1974,313900.0
1975,434640.7
1976,287740.2
1977,321475.0
1978,301482.4
1979,360308.9
1980,191578.0
1981,382908.3
1982,216900.0
1983,212600.0
1984,182845.0
1985,209653.4
1986,224853.4
1987,173342.6
1988,179810.0
1989,204757.5
1990,228940.0
1991,207175.1
1992,207740.0
1993,178144.0
1994,264102.9
1995,190400.0
1996,265550.0
1997,307649.3
1998,351030.0
1999,259809.0
2000,309000.0
2001,266597.0
2002,251377.2
2003,258803.5
2004,277281.9
2005,233450.0
2006,234541.2
2007,227614.3
2008,194849.0
2009,199640.0
2010,206130.0
2011,157355.0
2012,180990.0
2013,184830.0
2014,200100.0
2015,223397.8
2016,200950.0
2017,206707.5
2018,127180.0
2019,135810.0
2020,130350.0
2021,118450.0
2022,168090.0
2023,143205.5
2024,223740.0
2025,348166.8
2026,189265.0
2027,152233.3
2028,152055.0
2029,177090.0
2030,276166.4
2031,249153.2
2032,273722.5
2033,282616.4
2034,170600.0
2035,211650.0
2036,197603.5
2037,197603.5
2038,334875.0
2039,204740.0
2040,312944.3
2041,267096.3
2042,226227.5
2043,154320.0
2044,170010.0
2045,240690.0
2046,138125.5
2047,141043.4
2048,140625.0
2049,138150.0
2050,189285.0
2051,107715.0
2052,138090.0
2053,141160.0
2054,90690.0
2055,153465.0
2056,133625.0
2057,123507.5
2058,213087.0
2059,139000.0
2060,166820.0
2061,173450.0
2062,140445.0
2063,109320.0
2064,139670.0
2065,100595.0
2066,183890.0
2067,134950.0
2068,136710.0
2069,92020.0
2070,118640.0
2071,91148.0
2072,147700.0
2073,135195.0
2074,169780.0
